date,municipality,total_cases,active_cases,new_cases
2020-06-23,Greenburgh,1146,14,1
2020-06-23,Harrison,395,4,0
2020-06-23,Hastings-on-Hudson,130,14,1
2020-06-23,Irvington,82,2,0
2020-06-23,Larchmont,67,NA,0
2020-06-23,Lewisboro,107,4,0
2020-06-23,MamaroneckTown,169,3,0
2020-06-23,Mamaroneck Village,430,12,1
2020-06-23,Mount Kisco,279,5,0
2020-06-23,Mount Pleasant,579,14,1
2020-06-23,Mount Vernon,2691,43,0
2020-06-23,New Castle,186,5,0
2020-06-23,New Rochelle,3007,67,3
2020-06-23,North Castle,198,2,0
2020-06-23,North Salem,141,5,0
2020-06-23,Ossining Town,154,3,0
2020-06-23,Ossining Village,1059,10,0
2020-06-23,Peekskill,964,15,0
2020-06-23,Pelham,158,1,0
2020-06-23,Pelham Manor,107,2,0
2020-06-23,Pleasantville,120,1,0
2020-06-23,Port Chester,1240,17,1
2020-06-23,Pound Ridge,27,1,0
2020-06-23,Rye Brook,179,3,0
2020-06-23,Rye City,204,2,1
2020-06-23,Scarsdale,353,1,0
2020-06-23,Sleepy Hollow,371,5,1
2020-06-23,Somers,403,66,7
2020-06-23,Tarrytown,284,6,0
2020-06-23,Tuckahoe,134,NA,0
2020-06-23,White Plains,1812,53,3
2020-06-23,Yonkers,7070,132,9
2020-06-23,Yorktown,692,27,0
2020-06-23,Totals,27499,642,41
2020-06-23,Unknown,1351,NA,NA
2020-06-24,Ardsley,93,0,0
2020-06-24,Bedford,251,6,1
2020-06-24,Briarcliff Manor,105,4,0
2020-06-24,Bronxville,65,1,0
2020-06-24,Buchanan,34,1,0
2020-06-24,Cortlandt,845,30,3
2020-06-24,Croton-on-Hudson,203,15,0
2020-06-24,Dobbs Ferry,314,6,0
2020-06-24,Eastchester,449,9,0
2020-06-24,Elmsford,206,14,1
2020-06-24,Greenburgh,1145,11,0
2020-06-24,Harrison,396,4,1
2020-06-24,Hastings-on-Hudson,130,1,0
2020-06-24,Irvington,82,2,0
2020-06-24,Larchmont,67,1,0
2020-06-24,Lewisboro,108,4,1
2020-06-24,MamaroneckTown,169,3,0
2020-06-24,Mamaroneck Village,430,8,0
2020-06-24,Mount Kisco,279,6,0
2020-06-24,Mount Pleasant,580,11,1
2020-06-24,Mount Vernon,2697,45,6
2020-06-24,New Castle,186,5,0
2020-06-24,New Rochelle,3008,59,1
2020-06-24,North Castle,198,3,0
2020-06-24,North Salem,141,4,0
2020-06-24,Ossining Town,154,2,0
2020-06-24,Ossining Village,1059,9,0
2020-06-24,Peekskill,966,15,2
2020-06-24,Pelham,158,0,0
2020-06-24,Pelham Manor,107,2,0
2020-06-24,Pleasantville,121,2,1
2020-06-24,Port Chester,1240,15,0
2020-06-24,Pound Ridge,27,0,0
2020-06-24,Rye Brook,179,2,0
2020-06-24,Rye City,204,2,0
2020-06-24,Scarsdale,353,1,0
2020-06-24,Sleepy Hollow,371,4,0
2020-06-24,Somers,403,60,0
2020-06-24,Tarrytown,284,3,0
2020-06-24,Tuckahoe,134,0,0
2020-06-24,White Plains,1816,45,4
2020-06-24,Yonkers,7079,121,9
2020-06-24,Yorktown,694,21,2
2020-06-24,Totals,27530,557,33
2020-06-24,Unknown,1356,NA,NA
2020-06-25,Ardsley,93,0,0
2020-06-25,Bedford,251,6,0
2020-06-25,Briarcliff Manor,105,3,0
2020-06-25,Bronxville,65,1,0
2020-06-25,Buchanan,34,1,0
2020-06-25,Cortlandt,847,28,2
2020-06-25,Croton-on-Hudson,203,14,0
2020-06-25,Dobbs Ferry,314,6,0
2020-06-25,Eastchester,449,8,0
2020-06-25,Elmsford,196,6,NA
2020-06-25,Greenburgh,1146,13,1
2020-06-25,Harrison,397,5,NA
2020-06-25,Hastings-on-Hudson,130,2,0
2020-06-25,Irvington,82,2,NA
2020-06-25,Larchmont,67,1,0
2020-06-25,Lewisboro,108,4,0
2020-06-25,MamaroneckTown,169,3,0
2020-06-25,Mamaroneck Village,431,8,NA
2020-06-25,Mount Kisco,279,6,0
2020-06-25,Mount Pleasant,580,11,0
2020-06-25,Mount Vernon,2699,45,2
2020-06-25,New Castle,186,5,0
2020-06-25,New Rochelle,3015,63,8
2020-06-25,North Castle,198,3,0
2020-06-25,North Salem,141,4,0
2020-06-25,Ossining Town,154,2,0
2020-06-25,Ossining Village,1061,11,2
2020-06-25,Peekskill,967,14,1
2020-06-25,Pelham,158,0,0
2020-06-25,Pelham Manor,109,3,2
2020-06-25,Pleasantville,123,4,2
2020-06-25,Port Chester,1242,15,2
2020-06-25,Pound Ridge,28,1,1
2020-06-25,Rye Brook,179,2,0
2020-06-25,Rye City,204,2,0
2020-06-25,Scarsdale,353,1,0
2020-06-25,Sleepy Hollow,371,3,0
2020-06-25,Somers,404,60,2
2020-06-25,Tarrytown,284,3,0
2020-06-25,Tuckahoe,135,1,1
2020-06-25,White Plains,1818,45,2
2020-06-25,Yonkers,7087,116,8
2020-06-25,Yorktown,696,22,2
2020-06-25,Totals,27558,553,41
2020-06-25,Unknown,1357,NA,NA
2020-06-26,Ardsley,93,0,0
2020-06-26,Bedford,251,6,0
2020-06-26,Briarcliff Manor,106,4,1
2020-06-26,Bronxville,65,1,0
2020-06-26,Buchanan,34,1,0
2020-06-26,Cortlandt,848,28,1
2020-06-26,Croton-on-Hudson,203,13,0
2020-06-26,Dobbs Ferry,314,6,0
2020-06-26,Eastchester,450,9,1
2020-06-26,Elmsford,196,6,0
2020-06-26,Greenburgh,1147,14,1
2020-06-26,Harrison,397,3,0
2020-06-26,Hastings-on-Hudson,130,3,0
2020-06-26,Irvington,82,2,0
2020-06-26,Larchmont,67,1,NA
2020-06-26,Lewisboro,108,4,0
2020-06-26,MamaroneckTown,169,3,0
2020-06-26,Mamaroneck Village,432,10,1
2020-06-26,Mount Kisco,279,6,0
2020-06-26,Mount Pleasant,580,11,0
2020-06-26,Mount Vernon,2702,44,3
2020-06-26,New Castle,187,6,1
2020-06-26,New Rochelle,3016,62,1
2020-06-26,North Castle,198,3,0
2020-06-26,North Salem,143,6,2
2020-06-26,Ossining Town,154,2,0
2020-06-26,Ossining Village,1061,10,0
2020-06-26,Peekskill,967,13,0
2020-06-26,Pelham,158,0,0
2020-06-26,Pelham Manor,110,4,1
2020-06-26,Pleasantville,123,4,0
2020-06-26,Port Chester,1243,16,1
2020-06-26,Pound Ridge,28,1,0
2020-06-26,Rye Brook,179,2,0
2020-06-26,Rye City,204,2,0
2020-06-26,Scarsdale,353,1,0
2020-06-26,Sleepy Hollow,372,4,1
2020-06-26,Somers,404,60,0
2020-06-26,Tarrytown,284,3,0
2020-06-26,Tuckahoe,135,1,0
2020-06-26,White Plains,1820,47,2
2020-06-26,Yonkers,7093,119,6
2020-06-26,Yorktown,695,21,0
2020-06-26,Totals,27580,562,23
2020-06-26,Unknown,1365,NA,NA
2020-06-29,Ardsley,93,0,0
2020-06-29,Bedford,253,6,2
2020-06-29,Briarcliff Manor,106,4,0
2020-06-29,Bronxville,65,1,0
2020-06-29,Buchanan,35,2,NA
2020-06-29,Cortlandt,852,27,4
2020-06-29,Croton-on-Hudson,203,10,0
2020-06-29,Dobbs Ferry,316,7,2
2020-06-29,Eastchester,451,8,1
2020-06-29,Elmsford,196,6,0
2020-06-29,Greenburgh,1149,14,2
2020-06-29,Harrison,398,3,1
2020-06-29,Hastings-on-Hudson,132,5,2
2020-06-29,Irvington,82,2,0
2020-06-29,Larchmont,68,2,1
2020-06-29,Lewisboro,109,5,1
2020-06-29,MamaroneckTown,170,3,1
2020-06-29,Mamaroneck Village,433,9,1
2020-06-29,Mount Kisco,281,6,2
2020-06-29,Mount Pleasant,584,12,4
2020-06-29,Mount Vernon,2710,48,8
2020-06-29,New Castle,190,8,3
2020-06-29,New Rochelle,3038,59,22
2020-06-29,North Castle,201,5,3
2020-06-29,North Salem,144,5,1
2020-06-29,Ossining Town,155,3,1
2020-06-29,Ossining Village,1062,7,1
2020-06-29,Peekskill,971,15,4
2020-06-29,Pelham,158,0,0
2020-06-29,Pelham Manor,111,5,1
2020-06-29,Pleasantville,123,4,0
2020-06-29,Port Chester,1246,19,3
2020-06-29,Pound Ridge,28,1,0
2020-06-29,Rye Brook,180,3,1
2020-06-29,Rye City,207,5,3
2020-06-29,Scarsdale,354,1,1
2020-06-29,Sleepy Hollow,373,5,1
2020-06-29,Somers,406,40,2
2020-06-29,Tarrytown,235,2,1
2020-06-29,Tuckahoe,137,3,2
2020-06-29,White Plains,1822,35,2
2020-06-29,Yonkers,7115,110,22
2020-06-29,Yorktown,698,16,3
2020-06-29,Totals,27690,531,110
2020-06-29,Unknown,1378,NA,NA
2020-06-30,Ardsley,93,0,0
2020-06-30,Bedford,255,7,2
2020-06-30,Briarcliff Manor,106,4,0
2020-06-30,Bronxville,66,1,1
2020-06-30,Buchanan,35,2,0
2020-06-30,Cortlandt,854,28,2
2020-06-30,CrotononHudson =,204,7,1
2020-06-30,Dobbs Ferry,317,6,1
2020-06-30,Eastchester,452,8,1
2020-06-30,Elmsford,198,9,2
2020-06-30,Greenburgh,1151,14,2
2020-06-30,Harrison,399,4,1
2020-06-30,Hastings-on-Hudson,132,5,0
2020-06-30,Irvington,82,2,0
2020-06-30,Larchmont,68,2,0
2020-06-30,Lewisboro,110,5,1
2020-06-30,MamaroneckTown,170,2,0
2020-06-30,Mamaroneck Village,433,8,0
2020-06-30,Mount Kisco,281,5,0
2020-06-30,Mount Pleasant,586,14,2
2020-06-30,Mount Vernon,2711,40,4
2020-06-30,New Castle,194,12,4
2020-06-30,New Rochelle,3042,55,4
2020-06-30,North Castle,202,5,1
2020-06-30,North Salem,145,6,1
2020-06-30,Ossining Town,155,3,0
2020-06-30,Ossining Village,1062,6,0
2020-06-30,Peekskill,973,17,2
2020-06-30,Pelham,158,0,0
2020-06-30,Pelham Manor,111,4,0
2020-06-30,Pleasantville,123,4,0
2020-06-30,Port Chester,1250,20,4
2020-06-30,Pound Ridge,28,1,0
2020-06-30,Rye Brook,180,3,0
2020-06-30,Rye City,207,4,0
2020-06-30,Scarsdale,354,1,0
2020-06-30,Sleepy Hollow,374,6,1
2020-06-30,Somers,407,39,1
2020-06-30,Tarrytown,285,2,0
2020-06-30,Tuckahoe,137,3,0
2020-06-30,White Plains,1824,32,2
2020-06-30,Yonkers,7124,98,9
2020-06-30,Yorktown,700,16,2
2020-06-30,Totals,27738,510,48
2020-06-30,Unknown,1379,NA,NA
2020-07-01,Ardsley,93,0,0
2020-07-01,Bedford,255,7,0
2020-07-01,Briarcliff Manor,107,5,1
2020-07-01,Bronxville,67,2,1
2020-07-01,Buchanan,35,2,0
2020-07-01,Cortlandt,855,28,1
2020-07-01,Croton-on-Hudson,204,4,0
2020-07-01,Dobbs Ferry,318,6,1
2020-07-01,Eastchester,452,6,0
2020-07-01,Elmsford,199,10,1
2020-07-01,Greenburgh,1151,14,0
2020-07-01,Harrison,399,4,0
2020-07-01,Hastings-on-Hudson,132,5,0
2020-07-01,Irvington,82,2,0
2020-07-01,Larchmont,69,3,1
2020-07-01,Lewisboro,110,5,0
2020-07-01,Mamaroneck Town,170,2,0
2020-07-01,Mamaroneck Village,435,8,2
2020-07-01,Mount Kisco,281,5,0
2020-07-01,Mount Pleasant,587,14,1
2020-07-01,Mount Vernon,2716,43,4
2020-07-01,New Castle,194,12,0
2020-07-01,New Rochelle,3046,54,4
2020-07-01,North Castle,202,5,0
2020-07-01,North Salem,145,5,0
2020-07-01,Ossining Town,155,3,0
2020-07-01,Ossining Village,1062,6,0
2020-07-01,Peekskill,973,14,0
2020-07-01,Pelham,158,0,0
2020-07-01,Pelham Manor,111,4,0
2020-07-01,Pleasantville,123,4,0
2020-07-01,Port Chester,1250,18,0
2020-07-01,Pound Ridge,28,1,0
2020-07-01,Rye Brook,180,2,0
2020-07-01,Rye City,207,4,0
2020-07-01,Scarsdale,354,1,0
2020-07-01,Sleepy Hollow,374,6,0
2020-07-01,Somers,381,32,1
2020-07-01,Tarrytown,287,4,2
2020-07-01,Tuckahoe,137,3,0
2020-07-01,White Plains,1826,26,2
2020-07-01,Yonkers,7134,97,10
2020-07-01,Yorktown,701,13,0
2020-07-01,Totals,27745,489,32
2020-07-01,UnknownOut of County,1382,NA,NA
2020-07-06,Ardsley,93,0,0
2020-07-06,Bedford,260,10,3
2020-07-06,Briarcliff Manor,108,3,1
2020-07-06,Bronxville,70,5,3
2020-07-06,Buchanan,35,1,0
2020-07-06,Cortlandt,863,26,8
2020-07-06,Croton-on-Hudson,205,5,1
2020-07-06,Dobbs Ferry,320,8,NA
2020-07-06,Eastchester,452,5,0
2020-07-06,Elmsford,202,9,3
2020-07-06,Greenburgh,1157,20,6
2020-07-06,Harrison,404,9,5
2020-07-06,Hastings-on-Hudson,132,4,NA
2020-07-06,Irvington,82,1,0
2020-07-06,Larchmont,69,2,0
2020-07-06,Lewisboro,110,4,0
2020-07-06,Mamaroneck Town,172,3,2
2020-07-06,Mamaroneck Village,439,9,4
2020-07-06,Mount Kisco,282,6,1
2020-07-06,Mount Pleasant,592,15,5
2020-07-06,Mount Vernon,2734,50,16
2020-07-06,New Castle,202,18,7
2020-07-06,New Rochelle,3076,73,29
2020-07-06,North Castle,202,3,0
2020-07-06,North Salem,148,7,1
2020-07-06,Ossining Town,156,1,0
2020-07-06,Ossining Village,1067,10,4
2020-07-06,Peekskill,977,13,3
2020-07-06,Pelham,160,2,2
2020-07-06,Pelham Manor,112,4,1
2020-07-06,Pleasantville,125,3,2
2020-07-06,Port Chester,1257,20,7
2020-07-06,Pound Ridge,29,2,1
2020-07-06,Rye Brook,182,3,2
2020-07-06,Rye City,207,3,0
2020-07-06,Scarsdale,359,6,5
2020-07-06,Sleepy Hollow,377,8,3
2020-07-06,Somers,389,14,7
2020-07-06,Tarrytown,290,6,3
2020-07-06,Tuckahoe,137,2,0
2020-07-06,White Plains,1835,29,7
2020-07-06,Yonkers,7164,94,28
2020-07-06,Yorktown,704,10,3
2020-07-06,Totals,27936,526,174
2020-07-06,UnknownOut of County,1398,NA,NA
2020-07-07,Ardsley,93,0,0
2020-07-07,Bedford,260,11,0
2020-07-07,Briarcliff Manor,108,3,NA
2020-07-07,Bronxville,72,7,2
2020-07-07,Buchanan,35,1,0
2020-07-07,Cortlandt,864,24,1
2020-07-07,Croton-on-Hudson,205,4,0
2020-07-07,Dobbs Ferry,320,8,0
2020-07-07,Eastchester,452,3,0
2020-07-07,Elmsford,204,11,2
2020-07-07,Greenburgh,1160,19,3
2020-07-07,Harrison,405,10,1
2020-07-07,Hastings-on-Hudson,133,5,1
2020-07-07,Irvington,82,1,0
2020-07-07,Larchmont,69,2,0
2020-07-07,Lewisboro,110,3,0
2020-07-07,Mamaroneck Town,173,4,1
2020-07-07,Mamaroneck Village,439,7,0
2020-07-07,Mount Kisco,283,6,1
2020-07-07,Mount Pleasant,595,16,3
2020-07-07,Mount Vernon,2735,44,1
2020-07-07,New Castle,202,16,0
2020-07-07,New Rochelle,3083,74,7
2020-07-07,North Castle,202,4,0
2020-07-07,North Salem,148,7,0
2020-07-07,Ossining Town,156,1,0
2020-07-07,Ossining Village,1070,12,3
2020-07-07,Peekskill,978,12,1
2020-07-07,Pelham,160,2,0
2020-07-07,Pelham Manor,112,4,0
2020-07-07,Pleasantville,125,3,0
2020-07-07,Port Chester,1257,18,0
2020-07-07,Pound Ridge,29,2,0
2020-07-07,Rye Brook,182,3,0
2020-07-07,Rye City,208,4,1
2020-07-07,Scarsdale,360,7,1
2020-07-07,Sleepy Hollow,377,8,0
2020-07-07,Somers,391,123,2
2020-07-07,Tarrytown,290,6,0
2020-07-07,Tuckahoe,137,2,0
2020-07-07,White Plains,1836,26,1
2020-07-07,Yonkers,7169,93,5
2020-07-07,Yorktown,704,8,0
2020-07-07,Totals,27973,514,37
2020-07-07,UnknownOut of County,1401,NA,NA
2020-07-08,Ardsley,93,0,0
2020-07-08,Bedford,260,11,NA
2020-07-08,Briarcliff Manor,108,2,0
2020-07-08,Bronxville,74,9,2
2020-07-08,Buchanan,35,1,0
2020-07-08,Cortlandt,866,24,2
2020-07-08,Croton-on-Hudson,205,4,0
2020-07-08,Dobbs Ferry,320,7,0
2020-07-08,Eastchester,452,2,0
2020-07-08,Elmsford,205,12,1
2020-07-08,Greenburgh,1164,21,4
2020-07-08,Harrison,405,10,0
2020-07-08,Hastings-on-Hudson,133,3,0
2020-07-08,Irvington,82,1,0
2020-07-08,Larchmont,69,2,0
2020-07-08,Lewisboro,110,3,0
2020-07-08,Mamaroneck Town,173,4,0
2020-07-08,Mamaroneck Village,440,7,1
2020-07-08,Mount Kisco,283,5,0
2020-07-08,Mount Pleasant,595,15,0
2020-07-08,Mount Vernon,2737,47,2
2020-07-08,New Castle,202,16,0
2020-07-08,New Rochelle,3086,74,3
2020-07-08,North Castle,203,4,1
2020-07-08,North Salem,148,6,0
2020-07-08,Ossining Town,156,1,0
2020-07-08,Ossining Village,1071,13,1
2020-07-08,Peekskill,981,15,3
2020-07-08,Pelham,160,2,0
2020-07-08,Pelham Manor,112,2,0
2020-07-08,Pleasantville,126,4,1
2020-07-08,Port Chester,1257,14,0
2020-07-08,Pound Ridge,29,1,0
2020-07-08,Rye Brook,182,3,0
2020-07-08,Rye City,208,4,0
2020-07-08,Scarsdale,361,8,1
2020-07-08,Sleepy Hollow,377,7,0
2020-07-08,Somers,391,13,0
2020-07-08,Tarrytown,293,9,3
2020-07-08,Tuckahoe,137,2,0
2020-07-08,White Plains,1837,23,1
2020-07-08,Yonkers,7171,85,2
2020-07-08,Yorktown,705,8,1
2020-07-08,Totals,28002,504,29
2020-07-08,UnknownOut of County,1401,NA,NA
2020-07-09,Ardsley,93,0,0
2020-07-09,Bedford,260,11,0
2020-07-09,Briarcliff Manor,108,2,0
2020-07-09,Bronxville,74,9,0
2020-07-09,Buchanan,36,2,1
2020-07-09,Cortlandt,867,22,1
2020-07-09,Croton-on-Hudson,206,5,1
2020-07-09,Dobbs Ferry,320,7,0
2020-07-09,Eastchester,452,2,0
2020-07-09,Elmsford,206,12,1
2020-07-09,Greenburgh,1167,22,3
2020-07-09,Harrison,406,11,1
2020-07-09,Hastings-on-Hudson,133,2,0
2020-07-09,Irvington,82,1,0
2020-07-09,Larchmont,69,2,0
2020-07-09,Lewisboro,111,3,1
2020-07-09,Mamaroneck Town,173,4,0
2020-07-09,Mamaroneck Village,441,8,1
2020-07-09,Mount Kisco,283,5,0
2020-07-09,Mount Pleasant,596,15,1
2020-07-09,Mount Vernon,2737,47,0
2020-07-09,New Castle,202,16,NA
2020-07-09,New Rochelle,3093,81,7
2020-07-09,North Castle,203,4,0
2020-07-09,North Salem,148,6,0
2020-07-09,Ossining Town,156,1,0
2020-07-09,Ossining Village,1071,12,0
2020-07-09,Peekskill,985,18,4
2020-07-09,Pelham,160,2,0
2020-07-09,Pelham Manor,113,3,1
2020-07-09,Pleasantville,126,4,0
2020-07-09,Port Chester,1261,18,4
2020-07-09,Pound Ridge,29,1,0
2020-07-09,Rye Brook,183,4,1
2020-07-09,Rye City,208,4,0
2020-07-09,Scarsdale,361,8,0
2020-07-09,Sleepy Hollow,378,7,4
2020-07-09,Somers,391,13,0
2020-07-09,Tarrytown,293,9,0
2020-07-09,Tuckahoe,137,2,0
2020-07-09,White Plains,1839,25,2
2020-07-09,Yonkers,7180,87,9
2020-07-09,Yorktown,708,11,3
2020-07-09,Totals,28045,528,43
2020-07-09,UnknownOut of County,1401,NA,NA
2020-07-10,Ardsley,93,0,0
2020-07-10,Bedford,260,11,0
2020-07-10,Briarcliff Manor,108,2,0
2020-07-10,Bronxville,77,12,3
2020-07-10,Buchanan,36,2,0
2020-07-10,Cortlandt,868,20,1
2020-07-10,Croton-on-Hudson,206,5,0
2020-07-10,Dobbs Ferry,320,7,0
2020-07-10,Eastchester,452,2,0
2020-07-10,Elmsford,207,13,1
2020-07-10,Greenburgh,1169,24,2
2020-07-10,Harrison,406,11,NA
2020-07-10,Hastings-on-Hudson,133,2,0
2020-07-10,Irvington,82,1,0
2020-07-10,Larchmont,69,2,0
2020-07-10,Lewisboro,111,2,0
2020-07-10,Mamaroneck Town,174,5,1
2020-07-10,Mamaroneck Village,442,9,1
2020-07-10,Mount Kisco,284,6,1
2020-07-10,Mount Pleasant,596,15,0
2020-07-10,Mount Vernon,2738,48,1
2020-07-10,New Castle,202,16,0
2020-07-10,New Rochelle,3093,74,0
2020-07-10,North Castle,203,4,0
2020-07-10,North Salem,148,6,0
2020-07-10,Ossining Town,156,1,0
2020-07-10,Ossining Village,1071,11,0
2020-07-10,Peekskill,988,21,3
2020-07-10,Pelham,160,2,0
2020-07-10,Pelham Manor,113,3,0
2020-07-10,Pleasantville,126,4,NA
2020-07-10,Port Chester,1262,19,1
2020-07-10,Pound Ridge,29,1,0
2020-07-10,Rye Brook,183,4,0
2020-07-10,Rye City,208,4,0
2020-07-10,Scarsdale,361,8,0
2020-07-10,Sleepy Hollow,378,7,0
2020-07-10,Somers,391,13,0
2020-07-10,Tarrytown,295,11,2
2020-07-10,Tuckahoe,137,2,0
2020-07-10,White Plains,1840,24,1
2020-07-10,Yonkers,7184,87,4
2020-07-10,Yorktown,708,11,0
2020-07-10,Totals,28067,532,22
2020-07-10,UnknownOut of County,1403,NA,NA
2020-07-13,Ardsley,95,2,2
2020-07-13,Bedford,262,10,2
2020-07-13,Briarcliff Manor,108,2,0
2020-07-13,Bronxville,79,12,2
2020-07-13,Buchanan,37,2,NA
2020-07-13,Cortlandt,871,21,3
2020-07-13,Croton-on-Hudson,206,2,0
2020-07-13,Dobbs Ferry,323,6,3
2020-07-13,Eastchester,456,5,4
2020-07-13,Elmsford,210,9,3
2020-07-13,Greenburgh,1172,22,3
2020-07-13,Harrison,407,12,1
2020-07-13,Hastings-on-Hudson,134,2,1
2020-07-13,Irvington,84,3,2
2020-07-13,Larchmont,69,0,0
2020-07-13,Lewisboro,111,2,0
2020-07-13,Mamaroneck Town,174,4,0
2020-07-13,Mamaroneck Village,444,9,2
2020-07-13,Mount Kisco,284,4,0
2020-07-13,Mount Pleasant,602,18,6
2020-07-13,Mount Vernon,2749,45,11
2020-07-13,New Castle,203,11,1
2020-07-13,New Rochelle,3105,60,12
2020-07-13,North Castle,205,5,2
2020-07-13,North Salem,148,2,0
2020-07-13,Ossining Town,157,2,1
2020-07-13,Ossining Village,1072,10,1
2020-07-13,Peekskill,992,23,4
2020-07-13,Pelham,161,3,1
2020-07-13,Pelham Manor,113,2,0
2020-07-13,Pleasantville,126,3,0
2020-07-13,Port Chester,1267,18,5
2020-07-13,Pound Ridge,29,1,0
2020-07-13,Rye Brook,185,5,2
2020-07-13,Rye City,209,2,1
2020-07-13,Scarsdale,361,6,0
2020-07-13,Sleepy Hollow,379,4,1
2020-07-13,Somers,391,10,0
2020-07-13,Tarrytown,295,9,0
2020-07-13,Tuckahoe,137,0,0
2020-07-13,White Plains,1848,31,8
2020-07-13,Yonkers,7208,85,24
2020-07-13,Yorktown,713,14,5
2020-07-13,Totals,28181,498,114
2020-07-13,UnknownOut of County,1407,NA,NA
2020-07-14,Ardsley,95,2,0
2020-07-14,Bedford,262,9,0
2020-07-14,Briarcliff Manor,108,2,0
2020-07-14,Bronxville,79,12,0
2020-07-14,Buchanan,37,2,0
2020-07-14,Cortlandt,872,18,1
2020-07-14,Croton-on-Hudson,206,2,0
2020-07-14,Dobbs Ferry,323,5,0
2020-07-14,Eastchester,458,7,2
2020-07-14,Elmsford,210,9,0
2020-07-14,Greenburgh,1174,22,2
2020-07-14,Harrison,408,10,1
2020-07-14,Hastings-on-Hudson,134,2,0
2020-07-14,Irvington,84,3,0
2020-07-14,Larchmont,69,0,0
2020-07-14,Lewisboro,112,2,1
2020-07-14,Mamaroneck Town,174,4,0
2020-07-14,Mamaroneck Village,444,8,0
2020-07-14,Mount Kisco,285,5,1
2020-07-14,Mount Pleasant,603,19,1
2020-07-14,Mount Vernon,2755,47,6
2020-07-14,New Castle,203,7,0
2020-07-14,New Rochelle,3107,56,2
2020-07-14,North Castle,205,4,0
2020-07-14,North Salem,148,2,0
2020-07-14,Ossining Town,157,2,0
2020-07-14,Ossining Village,1072,10,0
2020-07-14,Peekskill,993,23,1
2020-07-14,Pelham,161,3,0
2020-07-14,Pelham Manor,113,2,0
2020-07-14,Pleasantville,126,3,0
2020-07-14,Port Chester,1268,18,1
2020-07-14,Pound Ridge,29,0,0
2020-07-14,Rye Brook,185,5,0
2020-07-14,Rye City,211,4,2
2020-07-14,Scarsdale,361,6,0
2020-07-14,Sleepy Hollow,379,4,0
2020-07-14,Somers,391,10,0
2020-07-14,Tarrytown,295,9,0
2020-07-14,Tuckahoe,137,0,0
2020-07-14,White Plains,1849,31,1
2020-07-14,Yonkers,7214,80,6
2020-07-14,Yorktown,713,14,0
2020-07-14,Totals,28209,483,28
2020-07-14,UnknownOut of County,1410,NA,NA
2020-07-15,Ardsley,95,2,0
2020-07-15,Bedford,262,9,0
2020-07-15,Briarcliff Manor,108,2,0
2020-07-15,Bronxville,79,12,0
2020-07-15,Buchanan,37,1,NA
2020-07-15,Cortlandt,873,18,1
2020-07-15,Croton-on-Hudson,207,3,1
2020-07-15,Dobbs Ferry,325,7,2
2020-07-15,Eastchester,459,8,1
2020-07-15,Elmsford,210,9,0
2020-07-15,Greenburgh,1175,22,1
2020-07-15,Harrison,408,9,0
2020-07-15,Hastings-on-Hudson,134,2,0
2020-07-15,Irvington,84,3,0
2020-07-15,Larchmont,70,1,1
2020-07-15,Lewisboro,112,1,0
2020-07-15,Mamaroneck Town,174,4,0
2020-07-15,Mamaroneck Village,444,9,0
2020-07-15,Mount Kisco,285,5,0
2020-07-15,Mount Pleasant,580,1,1
2020-07-15,Mount Vernon,2756,44,1
2020-07-15,New Castle,203,5,0
2020-07-15,New Rochelle,3110,56,3
2020-07-15,North Castle,205,4,0
2020-07-15,North Salem,148,2,0
2020-07-15,Ossining Town,157,2,0
2020-07-15,Ossining Village,1072,9,0
2020-07-15,Peekskill,997,24,4
2020-07-15,Pelham,161,3,0
2020-07-15,Pelham Manor,114,3,1
2020-07-15,Pleasantville,126,3,0
2020-07-15,Port Chester,1269,19,1
2020-07-15,Pound Ridge,29,0,0
2020-07-15,Rye Brook,185,5,0
2020-07-15,Rye City,212,5,1
2020-07-15,Scarsdale,362,5,1
2020-07-15,Sleepy Hollow,406,11,3
2020-07-15,Somers,392,11,1
2020-07-15,Tarrytown,295,8,0
2020-07-15,Tuckahoe,137,0,0
2020-07-15,White Plains,1851,30,2
2020-07-15,Yonkers,7225,83,11
2020-07-15,Yorktown,715,15,2
2020-07-15,Totals,28248,494,39
2020-07-15,UnknownOut of County,1411,NA,NA
2020-07-16,Ardsley,95,2,0
2020-07-16,Bedford,263,10,1
2020-07-16,Briarcliff Manor,108,2,0
2020-07-16,Bronxville,82,15,3
2020-07-16,Buchanan,37,1,0
2020-07-16,Cortlandt,875,18,2
2020-07-16,Croton-on-Hudson,207,3,0
2020-07-16,Dobbs Ferry,325,7,0
2020-07-16,Eastchester,459,8,0
2020-07-16,Elmsford,210,10,0
2020-07-16,Greenburgh,1177,24,2
2020-07-16,Harrison,407,7,0
2020-07-16,Hastings-on-Hudson,134,2,0
2020-07-16,Irvington,84,3,0
2020-07-16,Larchmont,70,1,0
2020-07-16,Lewisboro,114,3,2
2020-07-16,Mamaroneck Town,174,3,0
2020-07-16,Mamaroneck Village,444,9,0
2020-07-16,Mount Kisco,285,5,0
2020-07-16,Mount Pleasant,580,13,0
2020-07-16,Mount Vernon,2757,43,1
2020-07-16,New Castle,204,6,1
2020-07-16,New Rochelle,3110,56,0
2020-07-16,North Castle,205,4,0
2020-07-16,North Salem,148,2,0
2020-07-16,Ossining Town,157,1,0
